2665 2
44 -0.3982887914829515 -0.8930546148886364
54 -0.21440010023374967 -0.9466277492783111
56 0.9856793664420517 0.036127551014225455
62 -0.7594245952644479 0.5522052661253892
67 -0.5363547960523216 0.12333800762291079
71 0.6293027032337214 0.4961501107339292
73 0.2670987691366666 0.930254313008393
83 -0.44934375149960865 -0.15636006744649916
117 -0.7875167495198236 -0.34519947975911097
118 -0.13501250068258489 -0.34991842127294764
122 -0.3894351229499568 0.8951113967578653
132 -0.31468726328953067 0.8751882946015018
162 0.7653369636077532 0.3220114241010531
163 -0.06549988660974625 0.11928727907080809
167 -0.031201991485895635 -0.083159672242204
168 0.10984338607678708 -0.10936624179687089
176 -0.8398198024953272 0.5092571428630781
179 -0.027072668153200714 -0.643969384312489
209 0.23660766713903658 -0.798708424834603
213 -0.430236066278056 -0.6564573795685434
231 0.6667715905804339 -0.7183417817623741
250 -0.08019974969359303 0.9722457643487726
261 -0.3350525315273982 -0.5914500668837622
266 -0.12231210923713161 -0.8094022568135301
269 0.199151013867585 -0.9609430899311334
270 0.08336283478763844 0.3497809389974109
280 -0.16306967504913986 -0.5091603172794502
283 -0.4232276826072963 -0.4685828776148387
285 -0.30558458881031214 -0.8698947233574368
293 0.31447982897599547 -0.0016157763382429915
310 -0.6773963175675477 -0.6626556040605467
316 0.6910220925284628 0.4103748564328431
344 -0.8524095779840192 0.04366483452808342
356 -0.9717094187392181 0.06362563626621522
360 0.27135352182718736 0.633328405023604
366 0.4466415130293984 0.8234788263852866
369 0.8395271130693144 0.37354198427885077
379 0.4425519760339962 0.3576194427015517
390 0.8434645351150674 0.18843604015114684
400 -0.8443805896540535 -0.09085385435489135
418 0.8566521209608734 -0.19825788740966688
421 -0.27102592474867054 0.07311347399722923
3 -0.8296531372454361 0.42930662126334357
5 -0.4414761366111773 -0.8323270804407683
28 0.9129689227145014 0.2745155719367585
34 0.6487757633830207 -0.715251087668376
41 0.26324386738947775 0.3814422620661971
93 -0.9003688110727183 -0.3795636099715717
100 -0.7096853570883893 0.6539216294225847
103 0.31917337333828616 0.2601296700576535
105 -0.5954313617951728 0.6862347868465285
123 -0.42416413325025987 0.8862447458011623
141 -0.15498832539946372 0.5718562116084467
153 0.4565735420649933 -0.8420527574922358
158 0.7914438624318051 0.5320704048835387
161 0.8264525070953813 0.5174095104414932
172 0.29996905301238935 -0.014665008021606814
192 0.9194144715967631 0.28087749483508617
200 -0.8909488556392924 0.4152011571758623
204 -0.42410952637668137 0.010856675594335322
210 -0.3732282889367513 -0.3761387653112808
235 0.12897247814540247 0.09805977106343142
247 0.5112237986526993 -0.0849356165530961
255 -0.4020459854939605 0.4302044939251132
257 0.07470194004333106 0.13978000651963463
272 0.26917581653498696 0.1992810289474962
289 -0.41326916897168203 -0.8348742125619869
302 -0.5580108594466789 -0.1995640423350478
305 -0.7467306334654987 -0.6019150295456179
319 0.5377533173947114 0.675071084989045
329 0.05483110985800084 0.9768100195571234
365 0.7467313501823775 0.6078237270801362
370 -0.323384269294811 -0.7533415539060133
375 -0.49492820612012584 -0.6282246807073861
376 0.20376300781662232 -0.8310304349831517
383 0.9191703317143175 -0.26769521236097077
393 0.7773942287639277 -0.19508481439994993
394 0.41646692656993933 -0.08750491081219393
398 -0.8849480208840961 -0.08579994910365432
403 0.9622245333423574 0.15948247984691333
427 0.766810030449577 -0.5740116100184499
2 -0.3094106788871489 0.9369226349182023
26 0.05745610361888465 -0.6814571675264739
45 -0.8301344127785584 0.31107216386180303
47 0.5544862474550655 0.6546281492427273
58 0.9616346748846245 0.12373708357533145
63 -0.47791275349851864 0.24032105653258493
74 0.35383027762847463 0.8644839314428707
76 0.3560187231692903 0.8816168886260878
88 -0.018345903511256652 -0.9673949859224283
102 -0.513372881132038 0.28864830676593134
110 -0.520232184554319 0.510978172616504
121 -0.39041841422310347 0.6624368360493598
143 -0.20315108191362033 0.8166531987060391
151 0.4136142203581548 -0.7822935287839204
156 0.5137312518359953 -0.8158052073014759
181 0.07103137465593842 -0.6974757629167331
201 -0.8805854023796179 0.4025566661024909
203 -0.70975259525168 0.27813198643785225
207 -0.1198217833332584 -0.756694530498394
214 -0.5579140022681742 -0.7735459505977574
219 0.696934428709893 -0.5919708021857141
227 0.6787916450418685 -0.6878390548355278
241 0.9046197404484578 -0.3562185358977497
264 0.21313960324314163 -0.937657350067322
274 0.23442161632360395 0.4030700111488146
275 0.2825153450164397 0.33332509669607563
281 0.10067851439027432 -0.3218469860712001
320 0.05071891461065783 -0.3823394451337726
324 -0.15030555058751974 0.39455464529489276
328 0.09374068988287637 0.9648423723984102
332 0.031020381714606676 0.7622496266396674
335 -0.9597140416092237 -0.0946749214024175
346 -0.2475762463306347 0.7554189614387383
352 -0.96110937636884 0.11158231667813365
368 0.15851432454654762 0.22095766242395645
373 -0.21430818584138323 -0.9366442279733211
377 -0.2709748164252439 -0.9286916764595878
378 -0.1597702102470325 -0.949139047332437
385 0.9534916032652535 -0.13250142366344433
386 0.948603948243575 -0.21049680938274173
391 0.9630297037867415 0.04865378942279342
422 0.8302860012635228 0.007976171311124
0 -0.33216382515932097 0.9351585283752497
4 0.8222179468120715 -0.4641824934258136
6 -0.2945376590351202 0.9325533308864922
10 0.35018052279297024 0.8686405032986354
15 -0.8150483702889143 -0.4812485620670481
19 -0.23978691945794364 0.9464586018193677
36 0.8877967969987677 -0.3803716824656891
70 0.23843228466789362 0.8235986845902205
84 -0.040417698624705775 -0.9701228409686
89 -0.057814768807010225 -0.8823836819359093
98 -0.8932711847524637 -0.3248615935936795
146 0.4878676719719219 -0.8331055987352026
165 0.8404314200562419 0.49563032441377797
166 0.805954455675912 0.49724673013842907
184 0.06459829351333436 -0.6817977942108232
197 0.7475425736444192 0.1828356721839318
216 0.31759707682214444 -0.3262795252035423
229 0.5286132666158193 -0.7340407626197852
233 0.133658288968004 0.12086321208314034
260 0.24456150479937158 -0.9267510898070889
271 0.24160005332641746 0.36021405831314984
278 -0.05852074093816558 -0.4348677913890024
282 -0.4817662353741823 -0.7770271498240544
292 -0.37825569557513816 -0.8985854246930658
301 -0.7952358863622745 0.31660912793671525
304 -0.5491412870278076 -0.5555103938638425
327 0.04349397313579494 0.9671419836811261
340 -0.5442553415604333 -0.15248543674969967
350 -0.959481539808617 0.09041951638491073
381 0.7352194275120018 -0.3395031824311592
397 0.9824474433225968 0.05521771133912229
408 0.4837267715893608 0.7226720011601652
410 0.6567539645146542 0.7120888575087592
412 0.44740243989102346 0.5924143907468186
20 -0.2034972142671141 0.8091667208048939
29 -0.888077504632312 0.4034613174667004
33 0.8482316122999739 -0.4902563760231011
35 0.15350419450188008 0.09134966665955442
38 0.777659711092207 -0.20879898592822846
60 0.9616065797687353 -0.06274043486797642
61 0.7550535887837062 -0.5506176065666459
68 0.25842450298651376 0.8939424718023529
69 0.13359706187196776 0.5472008768327362
85 0.011336608048002272 -0.9449746174607779
112 -0.6031816168151867 0.7651374914795612
164 0.7415192008367909 0.46081044106927954
169 -0.5227539729735915 0.6770391588824565
175 -0.09779274858151689 0.6690381646757239
177 -0.8374418159251669 0.4951327576754157
178 -0.8159302725965645 0.516148704384934
180 0.05948616527472044 -0.6597095312203161
194 0.7975782426152783 0.19309471901535788
199 -0.8766698192638975 0.3509870033972698
226 0.6437708626295954 -0.7243018542641425
239 0.8897920857370077 -0.3794994610762151
242 0.8318773694898659 -0.38028666717537135
244 0.7722354343482771 -0.17821843019906977
262 0.2572422005115381 -0.7771448530360141
268 0.2665432730442329 -0.8992062250589408
287 -0.4014314157709639 -0.8798957472864642
296 -0.8219234500430327 0.30566250839365733
300 -0.8226960373809874 0.3065474538263884
309 -0.6050256200451264 -0.5086705119359456
323 0.05730539281125734 -0.3498566144971516
337 -0.9347654126123036 -0.1537902728505168
341 -0.7960173414647193 -0.14479284177214838
345 -0.9217366084656616 -0.188820117681858
351 -0.8681204655977424 0.031923034587045554
358 -0.9398068002170801 0.11835455538206814
371 -0.17841276767566183 -0.9117161493968157
409 0.6224207317358141 0.745294952152517
413 0.6162866540712939 0.7360325971312591
426 0.6499546724693122 -0.48431456924402816
13 -0.6887568285900596 0.6376675871271397
23 -0.49290480128352565 0.6765768795638758
24 -0.13085763501855388 0.7464200010321517
27 0.4787582059306012 -0.5995818991418485
42 -0.16043561823623678 -0.528011916187433
43 -0.45658549728709635 -0.8491097966513964
48 0.04136570062169327 -0.3371091700144553
65 0.2680238346772863 0.9176623485097535
79 0.3430602110140256 0.8635765244599671
114 -0.6289179160780398 0.63568110816847
171 -0.48995989788343763 0.6191808252140577
174 -0.11049091849623545 0.7394305256563781
185 0.04248323122599188 -0.6588801850532483
187 0.45067278096776464 -0.5949119139449857
195 0.8309609121848124 0.24994358770051311
230 0.5612777460523785 -0.5545167220806972
234 0.15190287114041387 0.07676727470432146
245 0.7495172443531909 -0.19411960632281633
249 -0.1209980908991886 0.6540267922019376
267 0.1984107863169464 -0.9405116713451245
303 -0.7034364397614132 -0.5890882614941572
355 -0.9424654444436188 0.05233869899284438
357 -0.808180453309398 0.061196006682918566
361 0.6638277842760085 0.6533084482201271
382 0.8955168755685401 -0.16979889301055742
396 0.9353007547506405 0.01144474164744966
399 -0.8439847560969757 -0.09297148489108191
402 0.901506359273175 0.10614474055420645
404 0.9522178655616522 0.12695027984810825
411 0.6103569244947652 0.6628230186280326
415 0.5473452948967067 0.5903915952664545
423 0.757632546003461 -0.5524676632804334
425 0.7523038292103095 -0.5539788267695934
8 -0.7118053318915576 0.5478391395276717
16 -0.42287786891507584 0.882748651611268
25 -0.8370050391227436 0.49652792780256716
32 0.3334942492922673 -0.31808868494212383
57 -0.8582610549106755 -0.07801531697931059
72 0.27266910927162696 0.9129993133579571
75 0.3548194045025573 0.8678581678322163
82 -0.022227034962920427 -0.9458949827930708
91 -0.8696135816597252 -0.3718068874159501
92 -0.8642675300786435 -0.366614191025748
101 -0.6850368505932656 0.6386378440651861
111 -0.6188123722453601 0.7046343323497277
119 -0.794420093883932 -0.4509537951259359
124 -0.36305162170275024 0.7418230590102455
125 -0.4170471683153921 0.7849700450382041
127 -0.4066468602318511 0.8185855518782691
129 -0.45172366887525717 0.8100321564872756
131 -0.4072119416851884 0.8304483495341615
138 -0.21574919170801962 0.897768355821765
159 0.8160900453072543 0.4624102694172413
193 0.871517398535971 0.2518239839912184
225 0.6216362468304449 -0.6855945899080601
248 0.7714930372322405 -0.20256216305135508
253 -0.06939304821279924 0.8900104819151661
294 -0.356082202766587 -0.8343438757335095
308 -0.6944435648112125 -0.6430202777762799
314 0.5327259089653325 0.6495411153183792
315 0.5451973156728543 0.6192257788665971
326 0.06723907978196136 0.945044025777453
330 0.04463571830432259 0.9318428882071523
336 -0.942003507238152 -0.13369202777074132
362 0.7169695969878153 0.634771239151984
367 0.7008221944669728 0.584347354215861
380 0.9411553615710508 -0.16856790795193818
388 0.9153025521258235 -0.17727558964247303
401 0.9470843952996121 0.1246846370526408
420 0.8548729646772103 -0.0686769069211073
30 -0.7135163673794441 0.2883468345572275
51 -0.2687112365629479 0.914743652213228
95 -0.8704573931117394 -0.35526632574728395
99 -0.8717153190571609 -0.3579195931821291
107 -0.5855042183071356 0.7258443656920588
108 -0.5991027958105811 0.7365097273162193
109 -0.5962231744189476 0.7540110942620073
130 -0.44793544191754797 0.8275230058046972
140 -0.2181247845252096 0.9251033805339206
145 -0.20182447751025326 0.8050525003421632
152 0.49821529610611 -0.7909332692617557
182 0.04975540978484895 -0.6570059937411598
190 0.8892704421839904 0.2684758030320945
211 -0.5607226629628455 -0.773327979679997
215 -0.5587262955186314 -0.7623578918764763
224 0.6355223944231916 -0.6929794872095906
232 0.10264328871529713 0.09102913878819874
237 0.8833974709399471 -0.3780974352764871
238 0.8665904920441414 -0.373547694831031
243 0.7971248577860863 -0.4597588812041301
273 0.2354101234980518 0.36287587228005563
276 0.2578891821156519 0.33277214464823884
288 -0.3753679396611139 -0.8474254818627907
290 -0.3593499764959263 -0.8611337548466409
298 -0.8157855548667645 0.29967985782279405
317 0.5325804360665426 0.631327437616072
325 0.05837665601425541 0.9489085171054205
331 0.057888458549510226 0.9222264179300642
333 0.06716310811179796 0.8815540095113734
334 0.06306492150061777 0.942499212004128
353 -0.9286753233742512 0.09637987694738295
407 0.9357104826936383 0.1190185823808266
18 -0.36017590364344476 0.6994748475524872
37 0.8216844046123803 -0.4606805345892158
64 -0.7077964913892998 0.5447644976099784
66 0.2656018403422054 0.8966485162050676
77 0.3469583916855553 0.8526796603733878
80 -0.015945383979808155 -0.9421155570468979
81 -0.02221875092250975 -0.9484378849330086
86 -0.011005582676201026 -0.9408264952261347
120 -0.8189725313678414 -0.4756366248569189
133 -0.44212730886043516 0.8514328615237171
135 -0.22497142889828714 0.9127209580526665
137 -0.23088663161155273 0.9387315967227184
155 0.4927821076191877 -0.7880396863219237
157 0.8076672613298923 0.48399968151112516
170 -0.4775758076032617 0.6631495296877032
173 -0.14151652192106323 0.727165473143278
183 0.06707662663744662 -0.6598803649141489
186 0.44840298314564564 -0.5741810513169049
196 0.8893962973398429 0.2751269472171075
206 -0.5445758268781522 -0.7508442586944021
217 0.2824675581290525 -0.31716470925383294
220 0.8124028321061827 -0.47029608644181553
236 0.12032656122092397 0.06230347195612313
240 0.874187705558455 -0.3712952953100959
246 0.7553915262993918 -0.20490039180831884
251 -0.08817059413143226 0.9217519846397417
263 0.20395140284716576 -0.9274762125351785
277 0.2331933672642398 0.31741205176102855
279 -0.14638983076993964 -0.48996624060295424
284 -0.4394163924218412 -0.822056178255005
299 -0.8112048312898318 0.3031322529932498
307 -0.6837574870486344 -0.6260605291454363
311 -0.6923467425582831 -0.6291050480810141
313 0.5436666859389145 0.6407135504388215
343 -0.9414956314175742 -0.14796308402131675
347 -0.22948020062338106 0.8757447489557998
348 -0.937674151631071 0.10513718297352613
364 0.7140645931237545 0.626383675345734
387 0.9432389198545834 -0.16825366337825304
406 0.9338415717028988 0.1223170687908593
424 0.7452018688278886 -0.547663478491165
428 -0.739230058941859 0.5381608908279534
429 -0.7479187442808661 0.5427215268699754
430 -0.7490137421686857 0.5456626855565282
431 -0.7495861705457852 0.5430497265352583
432 -0.7477894732543584 0.5426106039656166
433 -0.7486840115092 0.5421356894344243
434 -0.7400449973059131 0.5375091783012306
435 -0.7386002825215271 0.5341110794420069
436 -0.7435454361960101 0.5399930718386485
437 -0.4667012585245742 0.2125841575618961
438 -0.45495499374685483 0.2376556520527699
439 -0.45358123810670065 0.24576842350761038
440 -0.46335650504058723 0.2316362374397706
441 -0.44770079267175283 0.2089945011142898
442 -0.4734171416435827 0.21699542115971704
443 -0.4695146144095016 0.23571829335199357
444 -0.6998764214906789 0.5384768918314493
445 0.26852923908890186 0.9126253047107444
446 0.26552701629506886 0.9024816376737165
447 0.26216085306125775 0.8903584594395691
448 0.2659688938380125 0.9024891888224756
449 0.2634863018605855 0.8890215189046988
450 -0.5555344325602869 0.14809304100025666
451 -0.5487758919081182 0.13189683762018153
452 -0.5049149980718031 0.1414310558950718
453 -0.5358920573381621 0.1273837576490196
454 -0.5363129267846103 0.12060333794137199
455 -0.5319088946383749 0.1295974141232756
456 -0.5466854478395915 0.1388241844035805
457 -0.5421079609378677 0.13031295630015002
458 -0.5749793431120169 0.13926459694271204
459 0.24895333369900371 0.8625914711115346
460 0.2491861641503489 0.8605479771239116
461 0.2504732592324362 0.8613271431230592
462 0.2500600093987144 0.8629210053101252
463 0.2494010314124814 0.8663164575819122
464 0.12817473839295956 0.5227465632137084
465 0.1368395096614697 0.5238016080896793
466 0.13197600032378423 0.5147893892634463
467 0.13893535340905333 0.5265094621270849
468 0.14312886981002612 0.5214678635084966
469 0.23612728856613624 0.8073273093693436
470 0.23899165932173186 0.8121313794077893
471 0.23025224306391034 0.8005245774048412
472 0.23226612275163386 0.7937125786212866
473 0.2347425810647883 0.8063454518919292
474 0.22824048857171333 0.8011835874763351
475 0.6110542307957613 0.4752654050520326
476 0.6028700966547832 0.48331773344883733
477 0.610328901844327 0.48835621942398644
478 0.6077071636578749 0.48382796731451083
479 0.6098652083141296 0.47410563478409173
480 0.6057484812876062 0.47902524047407613
481 0.6128801989919155 0.4889998865304866
482 0.6082469606360322 0.47986552487894174
483 0.606216588242926 0.4896292727785217
484 0.2686222401046064 0.8985752877497729
485 0.2708223673359868 0.8989482747427365
486 0.26293605994968233 0.8908545839643047
487 0.25779506330172786 0.8962269314543391
488 0.2612247544092283 0.9072255349323011
489 0.2643158799862491 0.9191840797519191
490 0.2608412883343432 0.9018849839371299
491 0.2638601327844083 0.9219801587210286
492 0.26314362590444534 0.915529679945073
493 0.2628934724739417 0.9104602665243736
494 0.25936151950599123 0.8948723522918508
495 0.2595106326263481 0.9035629042416677
496 0.34835847012253207 0.853531321422765
497 0.352728265665277 0.8611241731920973
498 0.3471443120295843 0.8519450643784986
499 0.34709280132726644 0.8456020871684045
500 0.3489632677430167 0.8528357819844731
501 0.3551267367444809 0.8599662738413272
502 0.35134869790022477 0.8582591157270659
503 0.340726864904446 0.8362869373473661
504 0.35037782121173233 0.8593753701459327
505 0.3482972649700618 0.8561390582696229
506 0.34183514697640394 0.8458247752435984
507 0.34410187475378196 0.83929396377671
508 0.34639931125884205 0.851848403541194
509 0.3480836679485178 0.859092938954198
510 0.3471731443021804 0.8524866302254572
511 0.3403669345083349 0.8397621436201805
512 0.3400212906693854 0.8353359910925477
513 0.3463565261882612 0.8462676965873189
514 0.39174346423592116 0.7665329504845333
515 0.38873194504335357 0.7691968728880336
516 0.3878867329515411 0.764046641208591
517 0.38187432615591493 0.7585339091189814
518 0.3886047814640339 0.7751319804612307
519 0.38839639464261455 0.7688138750929253
520 0.3893733331636991 0.7760096434146012
521 0.38329095392058715 0.7616471438730694
522 0.39509221749695345 0.774038232633635
523 0.3906261836829109 0.76753007413078
524 0.3329981744860375 0.8276860133969898
525 0.33082078929283865 0.8226402675013926
526 0.32964819025976266 0.8278559430069212
527 0.3342436681353034 0.8418304536724479
528 -0.016493548617545598 -0.9319767061568922
529 -0.02163932277860669 -0.9366621568890396
530 -0.01856505630330117 -0.9351465727843528
531 -0.01957861037821293 -0.9261954724808587
532 -0.019154529421545708 -0.9301465294549264
533 -0.41083122910684516 -0.15097380004053468
534 -0.4032879607406145 -0.15833625632214254
535 -0.377769412792279 -0.17062526025479702
536 -0.40917536872270766 -0.15804620453111606
537 -0.4274347308585601 -0.15596845604114773
538 -0.422589778093204 -0.16717434554496627
539 -0.3927639221148374 -0.14798379306653103
540 -0.40538407063859805 -0.13135580467442093
541 -0.42304457360599124 -0.14479737404818305
542 -0.04163926213288801 -0.9390391484884124
543 -0.041595951547410526 -0.9468665650462849
544 -0.03897939568746538 -0.9457906847676799
545 -0.039346161716276785 -0.9433420850823647
546 -0.03971451351974199 -0.9484791939434478
547 -0.03864544752691198 -0.9406296139225117
548 0.011353434998392522 -0.9371191475571392
549 0.009648500616716033 -0.939458657249525
550 0.010463138993849578 -0.9212772576900332
551 0.00844554631162014 -0.9413865015394633
552 0.014835373294626163 -0.9397591019410746
553 -0.010900612353689484 -0.938312990778388
554 0.35282762230385684 -0.3312161159676838
555 0.35395584307842237 -0.31239293033921467
556 0.3309504066325243 -0.31041984174816484
557 0.3585568592112034 -0.3140074741629676
558 0.37063079996561543 -0.31443500204706687
559 0.32045751537008793 -0.3368510046300621
560 0.3683642240611876 -0.30731931271054097
561 0.33297128758931216 -0.298893232148561
562 0.34139148608113096 -0.3148352615942758
563 0.32950797714098984 -0.3005823149204746
564 0.35423412281834854 -0.29801337226142466
565 -0.014371980683423994 -0.9291858815897337
566 -0.014422633337850712 -0.9447337377568648
567 -0.015328965849852485 -0.9425418354592568
568 -0.014939156301440526 -0.9485145795011574
569 -0.011239147919500557 -0.9325858930879574
570 -0.0135685054701936 -0.9315343372365816
571 -0.015775143246792744 -0.9327979788592069
572 -0.05594621426620104 -0.8344104830429349
573 -0.05368758793451763 -0.8440686587027845
574 -0.0614691982979191 -0.8530776179842842
575 -0.061017108879430064 -0.8419024688552404
576 -0.060284235633697926 -0.849339022882937
577 -0.053891637052050176 -0.8652958621245125
578 0.013210411236429067 -0.9452809683782677
579 0.010799673928858979 -0.9570236653082541
580 0.010831068049637942 -0.938956527859376
581 0.009602493321661148 -0.9487316362222554
582 0.011022377486358722 -0.9532924095004325
583 0.012928876210422909 -0.9287583527029335
584 0.011633696078229267 -0.95801042405792
585 0.015895611656501305 -0.9323730399096212
586 0.013635426584424282 -0.9419159517264448
587 0.015047957743216734 -0.9514671521464844
588 -0.8640721072952348 -0.3705135321716101
589 -0.8586622947841394 -0.365145817426479
590 -0.8590770149862023 -0.36786212976901544
591 -0.8565746507107431 -0.36422662670678063
592 -0.858961127196531 -0.36618981608929213
593 -0.8611395111485171 -0.3665258773688338
594 -0.8582574920162704 -0.3597815332510155
595 -0.8714665730446756 -0.36665583573822985
596 -0.8642229743686572 -0.366579688360781
597 -0.8762803747750524 -0.36585339813981116
598 -0.8766933190645678 -0.3679179476984101
599 -0.8510536951491445 -0.3577565461378649
600 -0.8694730007865031 -0.3646211144761151
601 -0.8630576725548068 -0.3622946155112254
602 -0.402615902157204 -0.18328720674774454
603 -0.3720235317956826 -0.1776750652584982
604 -0.3763333498289258 -0.1687499020428731
605 -0.377634318119933 -0.18390742494104162
606 -0.38429787154811 -0.17639695391632493
607 -0.37102661405205245 -0.16550669016827196
608 -0.35274530707241547 -0.1886906999080757
609 -0.36317538087080137 -0.18524329974420425
610 -0.36109193536921635 -0.1765910838864324
611 -0.38147010640685836 -0.1805041973483344
612 -0.3920876679972062 -0.18123860902201663
613 -0.8420408951247347 -0.34716913867822374
614 -0.869108263676421 -0.3528220346281765
615 -0.8879371644457839 -0.3312877558897051
616 -0.8796912523235587 -0.32636499157119514
617 -0.8918485308490016 -0.32823334330894277
618 -0.8693199838869778 -0.32398728461129456
619 -0.8777861737732429 -0.3286652644762422
620 -0.890549856993834 -0.3324078774291071
621 -0.8754978125628253 -0.327326754667184
622 -0.8800479072001794 -0.32874925852857584
623 -0.8766445618436718 -0.3282857038097076
624 -0.8836507080528279 -0.3308723652112097
625 -0.8749974910570584 -0.3267451694540744
626 -0.6627805317399077 -0.31325778438477153
627 -0.6664090627042083 -0.3121380475798432
628 -0.6652963346034093 -0.31953376039432413
629 -0.6807649577951366 -0.32705616516727787
630 -0.6591267862485841 -0.3161525371145011
631 -0.6484112210098264 -0.31341542035027403
632 -0.6798406426250545 -0.31039840379929395
633 -0.6648301767899465 -0.31983775522879626
634 -0.6761325967065911 -0.3241942110491422
635 -0.6667092994988972 -0.32024964100821035
636 -0.6726791485787348 -0.31221388599853495
637 -0.8856238714538502 -0.324091247543464
638 -0.8718852348652735 -0.32201254069969826
639 -0.8791264613982608 -0.32225895584606157
640 -0.8706833983287178 -0.31631005191563344
641 -0.8758502210323832 -0.3224672676796916
642 -0.8812910597667265 -0.3241459756421705
643 -0.8462601074362817 -0.3516321620482952
644 -0.8617122279690937 -0.35240877172572116
645 -0.6990851294928345 0.6456780974855882
646 -0.6954152432345241 0.639410694800974
647 -0.6888295032407322 0.6348824866495805
648 -0.6890704422092266 0.6376609830825344
649 -0.7022467962096196 0.6458810795380047
650 -0.6886943792281917 0.6339341714047634
651 -0.695938816579754 0.6442521676815005
652 -0.6972365086713673 0.6444855979033586
653 -0.6778315818725903 0.6336705311302541
654 -0.6821112558055881 0.6374687683371779
655 -0.6821609446573479 0.6364715148535122
656 -0.5126791227273853 0.2832131358848151
657 -0.4999656217240981 0.2669787515296969
658 -0.49924858215680323 0.26075623643382784
659 -0.5133215978124612 0.2632366430415728
660 -0.5085356481416294 0.26831886235288616
661 -0.504411144635352 0.2688236705359714
662 -0.4734526500423159 0.2502674305651355
663 0.31075662939186677 0.2178689916634283
664 0.3068104207234854 0.2471390898317017
665 0.27532125610500313 0.2067778512932563
666 0.30108455735515643 0.21888854320168163
667 0.29455763914192085 0.23570808108657698
668 0.2946420391156771 0.2165383087679944
669 0.29139633021337397 0.20797641765837147
670 0.2660322138358776 0.21636613725837395
